size,pp,psc,pdc,alpha,beta,gamma,radius,pac,ncity,ndp,nap,ndpdc,ndpac,ndc,nac,utility,converged,iterations,time
12,0.95,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828031968974591,false,4134,3600.416034457
15,0.55,0.55,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826345,false,27,3660.946855754
9,0.95,0.95,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,77.470092172
9,0.55,0.95,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,84.29316433
15,0.95,0.55,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3640.540712638
15,0.95,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3711.759697048
15,0.95,0.55,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3669.604148509
12,0.75,0.95,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7829102584126815,false,4218,3600.351954436
12,0.75,0.95,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828969132465733,false,4170,3600.845749204
12,0.75,0.75,0.75,0.5,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7833156920111617,false,4141,3600.133793995
9,0.95,0.55,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,75.89062829
9,0.95,0.55,0.95,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,83.789587017
15,0.95,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3690.854764433
9,0.95,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,87.936996026
15,0.55,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826346,false,27,3673.10752301
15,0.95,0.95,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3661.768015578
9,0.95,0.55,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,85.122847136
9,0.55,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,92.048651615
9,0.55,0.95,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,82.761849553
15,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3688.070590085
9,0.95,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,89.68343647
9,0.95,0.95,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,85.510034416
15,0.55,0.95,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3658.47054747
15,0.95,0.95,0.95,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3686.977576263
15,0.95,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3684.127079889
15,0.55,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.19822378905637,false,27,3699.256703946
15,0.95,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3684.149178062
9,0.55,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,90.857003153
15,0.55,0.55,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3679.241654476
9,0.95,0.95,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,86.998181682
9,0.95,0.95,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,78.491272359
9,0.55,0.95,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,83.062935002
15,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,15,8,6,8,8,6,6,-3.1711544159059577,false,27,3657.093063089
15,0.55,0.95,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3670.312259342
15,0.55,0.95,0.95,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3669.402145197
15,0.55,0.55,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3649.231647772
9,0.95,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,89.004789456
9,0.55,0.55,0.55,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,87.214039356
9,0.55,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,90.527504478
9,0.55,0.95,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.037442415
9,0.55,0.55,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,84.638419028
15,0.95,0.55,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3661.008383807
15,0.95,0.95,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.320072532404237,false,27,3651.072024541
9,0.95,0.95,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,90.205585755
9,0.55,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,89.518196117
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828736826437739,false,4089,3600.081366978
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828633574360864,false,4054,3600.323193474
15,0.95,0.95,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3679.560869739
12,0.75,0.75,0.75,4.0,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7827077561850067,false,4155,3600.635168717
9,0.95,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,87.450147325
9,0.95,0.95,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,81.00339195
9,0.95,0.55,0.95,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,87.11621637
9,0.95,0.95,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,83.071647658
12,0.75,0.75,0.95,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828630598091715,false,4053,3600.034525469
15,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3699.413188535
9,0.95,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,87.045400895
15,0.95,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3686.03618819
15,0.95,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3695.800953047
15,0.55,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3682.692229183
15,0.55,0.55,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3659.792014589
9,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114852,true,18952,91.273543405
15,0.95,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3693.370537904
9,0.95,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,86.440754801
9,0.95,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,88.205024537
9,0.55,0.55,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.201007732
15,0.95,0.95,0.55,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3688.740985899
15,0.95,0.55,0.95,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3695.933929641
15,0.55,0.95,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3673.038961854
12,0.75,0.55,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828994388224533,false,4179,3600.772282817
15,0.55,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3680.457701824
9,0.95,0.55,0.55,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,80.803480792
9,0.95,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,86.490445104
15,0.55,0.95,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3650.626401868
15,0.55,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826346,false,27,3673.075736308
15,0.55,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3675.557840713
12,0.75,0.75,0.75,2.25,0.0,4.0,0.3,0.0,12,6,4,6,6,4,4,-1.782896068963006,false,4167,3600.880617481
15,0.55,0.55,0.95,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3664.700465603
9,0.55,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114852,true,18952,88.926759415
15,0.95,0.95,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3687.765547361
15,0.55,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3696.979609708
9,0.95,0.95,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,78.904223187
15,0.95,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3709.100808492
9,0.95,0.55,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,79.787805649
15,0.55,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3676.908712533
15,0.55,0.95,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3661.305498432
9,0.95,0.95,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,79.235714254
9,0.55,0.55,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,82.019985902
9,0.95,0.95,0.55,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,81.764362519
15,0.55,0.95,0.55,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.19822378905637,false,27,3673.2953661
9,0.55,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,86.656876458
9,0.95,0.55,0.95,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,80.392647984
9,0.55,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,87.961181837
15,0.55,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826345,false,27,3669.259734203
9,0.55,0.55,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,84.643556218
15,0.55,0.95,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3674.758828738
9,0.55,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114852,true,18952,92.547972774
15,0.95,0.95,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3687.282400574
9,0.55,0.55,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,84.545392068
12,0.95,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828186303067863,false,4185,3600.428241699
9,0.55,0.95,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.179906371
9,0.55,0.55,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,82.446565292
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828660294839251,false,4063,3600.170363175
9,0.95,0.55,0.55,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,84.992413068
15,0.55,0.55,0.95,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3665.947318852
9,0.55,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,89.044174997
15,0.95,0.95,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3671.639410502
15,0.55,0.55,0.55,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3663.433587449
15,0.95,0.55,0.55,4.0,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3663.352169973
15,0.55,0.55,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3658.625282714
15,0.95,0.55,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3653.166921138
9,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368806441215,true,18230,82.074893863
9,0.55,0.55,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,84.738161327
15,0.95,0.95,0.55,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3692.923218025
9,0.95,0.55,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,81.995560331
15,0.95,0.95,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3684.324360663
9,0.55,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,90.723522406
9,0.95,0.55,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,82.900617752
15,0.95,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3674.507743146
15,0.55,0.55,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3648.973338993
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828754349530804,false,4095,3600.099029177
15,0.95,0.55,0.95,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.110309152567249,false,27,3666.337110651
15,0.95,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3699.100552721
15,0.55,0.55,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3648.902467682
9,0.95,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,87.92428463
9,0.95,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,89.654355281
12,0.75,0.75,0.75,4.0,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7827239501135153,false,4205,3600.757370881
9,0.55,0.95,0.55,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,92.630059033
15,0.55,0.55,0.55,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3708.75542283
9,0.55,0.55,0.95,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,86.787786763
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828710445139744,false,4080,3600.491845895
9,0.95,0.95,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,80.484762705
9,0.55,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,95.66490514
9,0.95,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,90.63306671
9,0.95,0.95,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,85.89376488
15,0.95,0.55,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3681.348908577
15,0.95,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3680.276224286
9,0.55,0.95,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114852,true,18952,89.234894389
9,0.55,0.55,0.95,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,83.68292698
9,0.55,0.95,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,89.10586768
15,0.95,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.110309152567249,false,27,3698.371336011
15,0.95,0.55,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.320072532404237,false,27,3687.848915352
12,0.75,0.75,0.75,2.25,0.0,4.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828716317706172,false,4082,3600.036872164
15,0.55,0.95,0.55,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3667.08800965
15,0.55,0.55,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3651.506770147
15,0.95,0.55,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3657.12854062
9,0.55,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,88.124596892
15,0.55,0.95,0.55,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826346,false,27,3715.750020014
9,0.95,0.55,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,79.908775757
9,0.55,0.95,0.55,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,91.500967046
12,0.75,0.75,0.75,2.25,-4.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828375629571016,false,3966,3600.624431237
9,0.95,0.55,0.95,4.0,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,90.571416724
15,0.55,0.55,0.55,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826346,false,27,3664.223438859
9,0.95,0.95,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,80.219741872
9,0.95,0.95,0.55,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,79.689088078
9,0.95,0.95,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,84.814313931
12,0.75,0.75,0.75,0.5,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7833237957711927,false,4186,3600.422109339
9,0.55,0.55,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,83.012679784
9,0.55,0.95,0.55,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,95.44490914
9,0.55,0.55,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,83.181717299
12,0.75,0.75,0.75,2.25,4.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828550026268926,false,4090,3600.242889406
15,0.55,0.55,0.55,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3636.27319526
9,0.55,0.55,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,81.079340101
15,0.95,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3685.836944174
9,0.95,0.95,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,83.721849011
15,0.55,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3690.438303007
12,0.75,0.95,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828955054314346,false,4165,3600.448088836
9,0.55,0.95,0.95,4.0,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,82.097328275
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828994388224533,false,4179,3600.283741425
9,0.95,0.55,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,79.018916834
15,0.95,0.55,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3677.10089635
15,0.95,0.55,0.55,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672477,false,27,3690.3222837
9,0.55,0.95,0.95,0.5,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,84.623586739
15,0.55,0.95,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3630781548263453,false,27,3681.022030843
12,0.75,0.55,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7829013956492399,false,4186,3600.664915405
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.782896068963006,false,4167,3600.408848219
9,0.95,0.55,0.95,0.5,4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,75.629503561
15,0.95,0.95,0.95,0.5,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3663.716073417
15,0.55,0.95,0.55,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3687.088500665
15,0.95,0.95,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3653.616836093
15,0.95,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3713.196506891
12,0.75,0.75,0.75,4.0,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7827152535435673,false,4178,3600.255714935
9,0.55,0.95,0.55,4.0,-4.0,0.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474581518725264,true,18952,87.258321916
15,0.55,0.55,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3675.843264155
15,0.55,0.55,0.95,0.5,4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.363078154826345,false,27,3644.886967842
15,0.95,0.95,0.95,4.0,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672473,false,27,3673.626449492
9,0.55,0.55,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,88.316630449
15,0.55,0.55,0.55,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1982237890563687,false,27,3701.63743289
9,0.55,0.95,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,85.063688769
9,0.55,0.95,0.95,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9474611207114851,true,18952,85.044785483
9,0.95,0.55,0.95,0.5,-4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,88.343259023
15,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,15,8,6,8,8,6,6,-3.1711544159059573,false,27,3675.215906941
15,0.95,0.95,0.95,0.5,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042377,false,27,3630.886100353
12,0.75,0.75,0.55,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828923963057695,false,4154,3600.457471507
9,0.95,0.55,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.911368107053806,true,18230,85.84273619
9,0.95,0.55,0.55,0.5,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.9113714953030871,true,18230,81.463946264
15,0.95,0.55,0.95,0.5,-4.0,4.0,0.3,0.0,15,8,6,8,8,6,6,-3.3200725324042373,false,27,3625.767827136
15,0.55,0.95,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3638.440290471
9,0.55,0.95,0.55,4.0,4.0,4.0,0.3,0.0,9,4,2,4,4,2,2,-0.947458232005357,true,18952,84.027473892
15,0.95,0.55,0.55,4.0,4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.1103091525672486,false,27,3650.32358678
15,0.55,0.55,0.95,4.0,-4.0,0.0,0.3,0.0,15,8,6,8,8,6,6,-3.198223789056369,false,27,3681.335548926
12,0.75,0.75,0.75,2.25,0.0,2.0,0.3,0.0,12,6,4,6,6,4,4,-1.7828835449454985,false,4123,3600.28311575
