pp,psc,pdc,alpha,beta,gamma,radius,pac,ncity,ndp,nap,ndpdc,ndpac,ndc,nac,utility,converged,iterations,time
0.7541942446,0.8233537363,0.9322351593,4.0054863083,0.3851076977,1.7345706414,0.3,0.2,13,6,4,6,6,3,3,-1.7531679620972238,false,5461,14401.449614434
0.8568763733,0.7973758511,0.9331792546,2.1886576445,-3.612841074,0.336675072,0.3,0.2,13,6,4,6,6,3,3,-1.5892051157864537,false,5472,14400.365632263
0.6536172405,0.7022870946,0.8761408454,1.3780523566,-2.287735417,0.6346617323,0.3,0.2,13,6,4,6,6,3,3,-2.0117134561875427,false,5454,14401.185263615
0.7685728002,0.6674962357,0.7901579862,2.4644206538,-2.549407484,0.2096413107,0.3,0.2,13,6,4,6,6,3,3,-1.9526055701951046,false,5454,14401.776963067
0.8769279032,0.7402568265,0.9453979676,6.1074560134,2.9044086163,0.9439388294,0.3,0.2,13,6,4,6,6,3,3,-1.5433467318228011,false,5452,14400.003007266
0.7759670402,0.7094469607,0.8287937526,6.9628934082,-2.719853915,1.5829597419,0.3,0.2,13,6,4,6,6,3,3,-1.8796365087621987,false,5465,14402.135423873
0.9053464427,0.6677821915,0.927955953,4.3080579769,-5.582766334,3.5744150652,0.3,0.2,13,6,4,6,6,3,3,-1.5500754757373236,false,5484,14401.940431495
0.6999388739,0.6049475729,0.7185456286,4.4682835187,-2.445541774,1.1643839936,0.3,0.2,13,6,4,6,6,3,3,-2.1555109549309655,false,5466,14401.505123848
0.6591854354,0.6943192482,0.9325437577,5.5172662098,-6.211003103,0.1858276899,0.3,0.2,13,6,4,6,6,3,3,-1.944278530410469,false,5456,14401.494871636
0.821762945,0.620407991,0.9469282788,6.3724918633,-4.368452729,4.4567579057,0.3,0.2,13,6,4,6,6,3,3,-1.6762200566802385,false,5427,14401.190960794
0.735546233,0.6123236622,0.7248742453,2.5191847574,0.5334362295,2.66982546,0.3,0.2,13,6,4,6,6,3,3,-2.097801954775935,false,5426,14401.386743888
0.8986290801,0.732130626,0.734387473,4.7549933972,-7.142238502,3.1831513155,0.3,0.2,13,6,4,6,6,3,3,-1.8442618050339585,false,5509,14401.613337401
0.8706791434,0.7223509695,0.7871811554,2.1967472153,1.2485424727,2.5676767475,0.3,0.2,13,6,4,6,6,3,3,-1.7995582585876537,false,5370,14401.359592687
0.8714499112,0.7622829961,0.8127596929,1.0935092205,-3.741820505,4.1079752526,0.3,0.2,13,6,4,6,6,3,3,-1.7532124528104003,false,5428,14400.900283155
0.9032029065,0.603228019,0.7090392683,1.4648186192,-5.783118063,5.6158301136,0.3,0.2,13,6,4,6,6,3,3,-1.912565053691864,false,5483,14401.165048628
0.7856737717,0.6330410028,0.6160674832,4.8818686448,-6.345699992,4.2932837519,0.3,0.2,13,6,4,6,6,3,3,-2.1835318606159,false,5510,14400.967553547
0.8882359352,0.6841794147,0.6915014423,1.8332568079,-7.077251425,6.9762584506,0.3,0.2,13,6,4,6,6,3,3,-1.9368875961186434,false,5489,14400.446083718
0.8507443034,0.6163675746,0.9064794448,7.8559225988,-6.466205666,5.5718502225,0.3,0.2,13,6,4,6,6,3,3,-1.683285557128129,false,5483,14401.396413122
0.947018435,0.7143309837,0.9159781316,3.9300834592,-2.172537589,4.4843285075,0.3,0.2,13,6,4,6,6,3,3,-1.4865788532823097,false,5428,14401.145565237
0.8155292646,0.7003033872,0.9366030193,2.0585947786,-7.817373154,7.4419553092,0.3,0.2,13,6,4,6,6,3,3,-1.6713703644661455,false,5420,14400.784347189
0.6429993833,0.6400504392,0.8713141502,2.8667089467,-0.117488591,4.2080091172,0.3,0.2,13,6,4,6,6,3,3,-2.0530099640080435,false,5452,14401.12466217
0.6690140241,0.6288969748,0.913233385,3.7218163368,-4.057360896,5.1528950993,0.3,0.2,13,6,4,6,6,3,3,-1.9664589997958,false,5465,14400.888323884
0.7656554341,0.6222493856,0.8657635173,1.7344811724,0.6878508035,6.2933996759,0.3,0.2,13,6,4,6,6,3,3,-1.8662252363537306,false,5452,14400.056191335
0.6187189599,0.6266151068,0.6683504079,1.9705220456,-5.239655635,6.7823079428,0.3,0.2,13,6,4,6,6,3,3,-2.311230024021004,false,5519,14400.402367304
0.6162737107,0.7424017798,0.6041939554,4.2996169382,2.7736536828,6.390034653,0.3,0.2,13,6,4,6,6,3,3,-2.360183294053202,false,5379,14400.469725553
0.6863399676,0.6104164384,0.661366399,1.2148547921,0.2451722045,7.6272540821,0.3,0.2,13,6,4,6,6,3,3,-2.239103123638795,false,5445,14400.334479858
0.741822766,0.6602447693,0.6949944865,4.3909912933,-4.951805775,7.7814840488,0.3,0.2,13,6,4,6,6,3,3,-2.122730269202582,false,5500,14400.98281609
0.8843610857,0.7878607995,0.8263433345,5.726443347,5.7116400099,4.780895638,0.3,0.2,13,6,4,6,6,3,3,-1.7090079105690676,false,5422,14400.880867916
0.8997933681,0.7953941281,0.8414564089,1.6121323369,4.4869164937,6.1965023007,0.3,0.2,13,6,4,6,6,3,3,-1.6628026238992253,false,5379,14401.318917614
0.9483165572,0.6875132391,0.8076918601,3.5320342043,3.6476502656,6.822453383,0.3,0.2,13,6,4,6,6,3,3,-1.6697110183005157,false,5394,14400.911771938
0.8076844431,0.6465440151,0.8190723984,4.3539929434,4.5274556924,7.2688286514,0.3,0.2,13,6,4,6,6,3,3,-1.8612635262305979,false,5444,14400.250863485
0.7423961618,0.8030976163,0.8010736437,6.0962159895,6.5759603156,7.3002322461,0.3,0.2,13,6,4,6,6,3,3,-1.9463506078509214,false,5330,14400.408238966
0.8761586114,0.6872861656,0.7194691493,6.9882676413,7.4068580304,4.8913849035,0.3,0.2,13,6,4,6,6,3,3,-1.9050771889074813,false,5389,14400.245750517
0.7790779937,0.6687811509,0.850933415,5.4952068606,-1.685201855,5.8346489978,0.3,0.2,13,6,4,6,6,3,3,-1.8516725495571666,false,5392,14401.255845078
0.8672712264,0.632837652,0.8945378516,6.3339154768,-0.371499222,7.4080764918,0.3,0.2,13,6,4,6,6,3,3,-1.6705703451533092,false,5352,14401.104644656
0.9409798586,0.7128833234,0.8590385329,1.1640006135,5.1333680618,7.3756536359,0.3,0.2,13,6,4,6,6,3,3,-1.5874256956542685,false,5440,14401.036656626
0.8120639476,0.606200148,0.9415959294,1.5888312326,6.0764876924,2.5930248608,0.3,0.2,13,6,4,6,6,3,3,-1.6985557789320829,false,10044,14400.961111633
0.8463354792,0.6810888003,0.844071803,2.1435422648,2.4192351972,7.8319881368,0.3,0.2,13,6,4,6,6,3,3,-1.7559297273884327,false,10169,14400.385920739
0.7517868174,0.6553810914,0.9138131152,2.2576072173,7.6542830212,5.6542425826,0.3,0.2,13,6,4,6,6,3,3,-1.8199577643009386,false,10126,14400.687939774
0.8594280691,0.7823980176,0.8822784047,2.4977399436,7.3389273204,2.3349778642,0.3,0.2,13,6,4,6,6,3,3,-1.6620912744497647,false,9865,14401.376957238
0.8405931441,0.7072228872,0.866516572,3.3906058695,6.8081780993,1.4890282554,0.3,0.2,13,6,4,6,6,3,3,-1.7273592991098252,false,10116,14400.574909669
0.9407092666,0.6237536416,0.7535820565,4.9829436749,6.7819622451,2.2125938509,0.3,0.2,13,6,4,6,6,3,3,-1.7857159348466196,false,10125,14400.542698871
0.9294394827,0.7730538614,0.7368300399,4.022164056,-3.3619336,0.8718325314,0.3,0.2,13,6,4,6,6,3,3,-1.7919955952499362,false,10221,14400.486017752
0.8992981349,0.6637669896,0.90587855,1.080231046,-0.210481636,0.9946059139,0.3,0.2,13,6,4,6,6,3,3,-1.5942644414493383,false,10174,14401.15286109
