alpha,beta,gamma,lambda_max,lambda_scale,utility,ulb,uub,exploitability,exploitation,status,iter,time
4,1,8,10,4,-0.4086488547925509,-0.41257068729831203,-0.4082412003695842,0.021876956076574455,0.010708315152461782,false,7872,1200.665298034
8,8,8,10,8,-0.4085485480475392,-0.4124061399386719,-0.40814460696549515,0.026820211632115978,0.01050535326182491,false,8149,1200.577452906
1,-8,4,10,8,-0.41243872788537,-0.41251164294903964,-0.41208246302391216,0.025649475346153205,0.001246019759891136,false,8202,1200.502283062
8,-8,8,1000,4,-0.40757615005491876,-0.4126597582278037,-0.4071562815363994,0.03526600580960352,0.013540836592037073,false,7570,1200.35777522
1,-8,8,10,8,-0.41232649129248655,-0.41247405313447716,-0.4119144333316758,0.023636151734160126,0.0015092179208369236,false,8189,1200.539108879
8,-8,8,10,4,-0.4107133477929165,-0.41255021381406376,-0.4103313004478478,0.019800010277133337,0.00556199856013225,false,7558,1200.444505707
1,-8,0,10,4,-0.4152065011168225,-0.41230286487041873,-0.4147960527908986,0.033041338939968974,-0.005805877348065219,false,7915,1200.689286401
8,1,8,1000,4,-0.4065436834787122,-0.41261478529415896,-0.40610407376595475,0.03535385963400461,0.015799881895875077,false,7921,1200.445596125
8,1,0,10,1,-0.41133046845550825,-0.4119602481611539,-0.41093379786031836,0.034642413954538744,0.002838454867231492,false,8125,1200.666913132
1,8,4,10,1,-0.4083751232532005,-0.4125003360970978,-0.4080106633406073,0.029685710231627468,0.011081383165223564,false,7794,1200.664963026
1,-8,8,10,4,-0.4125382167624176,-0.41252142940093933,-0.4121796159539959,0.02375862328251112,0.0009611094948044502,false,8129,1200.587606599
8,8,4,10,1,-0.40920768704156063,-0.4123694779123961,-0.40882371315959004,0.030019916539716324,0.008792553012388318,false,7727,1200.474121056
4,8,4,1000,8,-0.4066435930862212,-0.4122123174377717,-0.4061601995439416,0.11339006588534914,0.014718974928974227,false,7933,1200.742777626
1,1,4,2000,8,-0.44214144731077226,-0.41232345593941316,-0.4417566270441567,0.018869554061995048,-0.07109373600275201,false,7758,1200.743097854
8,8,8,1000,4,-0.4066247616693183,-0.4122661859028945,-0.4062158698994577,0.07811783584910582,0.014807940715389866,false,7898,1200.854661207
8,-8,4,2000,1,-0.40778209231308865,-0.4122156629586022,-0.4073204710521109,0.04155369095991035,0.011877335976304111,false,7891,1200.486236351
1,-8,0,1000,8,-0.41239222589287644,-0.41255492998671,-0.4119936477997753,0.039701924551860696,0.001371284615700898,false,8215,1200.503236356
8,8,0,10,4,-0.4113601902082977,-0.41201729183137775,-0.4109559420722727,0.03636884765005742,0.002847594381255669,false,8046,1200.680882467
4,-8,4,1000,1,-0.407690883512315,-0.4123055039193006,-0.40733549214303744,0.029133974912618748,0.012204927318113012,false,7988,1200.62492877
8,-8,8,1000,8,-0.4079336975641593,-0.4126151113776699,-0.4074752837427306,0.04105299334611325,0.012368975036048533,false,7820,1200.67438389
8,-8,4,10,8,-0.41033857990907197,-0.4121777256823129,-0.40991651053437833,0.020944536781244215,0.005642850242531156,false,8182,1200.687893408
4,-8,0,10,1,-0.4130822242431287,-0.41215269258228227,-0.41274051731761024,0.03067744834020318,-0.0011460863277864201,false,8160,1200.197336441
4,-8,4,1000,4,-0.4074636432824819,-0.41225520761561185,-0.40704803354481367,0.03117567394175358,0.012846137798465506,false,7997,1200.787484748
4,-8,0,2000,8,-0.44638653059967226,-0.4127997102818348,-0.4459317036316988,0.02515437159388623,-0.08006413973757097,false,8073,1200.513954554
8,1,4,2000,1,-0.40650585989917987,-0.4124309321467805,-0.4061363662164629,0.03417809809010315,0.015383089013273829,false,7833,1200.56931624
1,8,4,1000,4,-0.4070140753905387,-0.41260758896942273,-0.4065521557063356,0.13067759949510382,0.014625086922910889,false,7960,1200.591027292
8,1,0,1000,1,-0.4090701546445745,-0.4122234448647764,-0.4086139683699021,0.07878314004532341,0.008876216237280587,false,7894,1200.510077331
8,1,8,10,8,-0.40803957862189894,-0.41186607842363987,-0.40761892304319647,0.0238517518687643,0.010490260046933295,false,8055,1200.661814937
1,1,8,10,4,-0.40815885701072296,-0.41218263830467317,-0.40774833231322677,0.01715035850140454,0.010873781317583394,false,8293,1200.158796583
1,8,0,10,4,-0.4116528158423992,-0.4126559366785689,-0.4112626023530588,0.03591947430463269,0.0035403499866711358,false,7990,1200.550712221
1,-8,0,10,1,-0.4157631124012728,-0.4130032113555581,-0.41533682166858044,0.032048195518715,-0.005390895886810071,false,8049,1200.814593697
1,1,8,2000,1,-0.40592990118097055,-0.41216972375832206,-0.40550816940680556,0.035764594366716584,0.016167819182589478,false,8067,1200.661780862
1,8,4,10,4,-0.4082465213219992,-0.4124914179843066,-0.40785048081136316,0.023177406053907286,0.011363920985495966,false,8358,1200.560080533
8,-8,4,1000,1,-0.40760992319678624,-0.41220482348367515,-0.40717026599966477,0.042421975153360277,0.012296890678762095,false,8073,1200.466643731
1,8,8,1000,8,-0.40680870555953397,-0.41239652480927275,-0.40637656092467445,0.12131352691025603,0.01475407308532936,false,8043,1200.691222959
4,-8,4,1000,1,-0.40755339143319014,-0.4125892210088712,-0.40706192781586054,0.030073156909057503,0.013389287743451406,false,7588,1200.606207744
8,-8,8,1000,1,-0.4080373141210058,-0.4125494256566383,-0.40752584975963163,0.03355965808158274,0.012315406615921544,false,7647,1200.950559249
8,1,8,1000,4,-0.4062070574292288,-0.41264160060061017,-0.4058076527243082,0.033586687615208985,0.016679883242299322,false,8121,1200.662525187
4,-8,8,1000,4,-0.40721118266779815,-0.41225419032425353,-0.40679143518690064,0.03115574375006529,0.013348440034794537,false,8131,1200.618201107
1,1,8,2000,4,-0.4062409045564148,-0.4121603935248106,-0.4058099223408802,0.04816868461337685,0.015545271652537258,false,7718,1200.830948729
8,1,0,2000,4,-0.40897154797448804,-0.41213323770389276,-0.4086023188911794,0.07068457164700415,0.008783634686450529,false,7833,1200.639984415
1,8,4,2000,1,-0.406540992695763,-0.4121410591148185,-0.4060700194994022,0.12714823602064815,0.014724189311826636,false,7738,1200.646339301
1,8,0,10,8,-0.4112468600807914,-0.41244056552426767,-0.41085519200179105,0.03330415980675393,0.004042799081168948,false,7791,1200.951781864
8,8,4,1000,1,-0.4071893265556408,-0.41276385802426363,-0.40677236366267433,0.0669384855473485,0.014594639595353018,false,7748,1200.86185977
8,8,4,1000,4,-0.4066649808056838,-0.41258085489019414,-0.4062150545955545,0.0891701412472723,0.015523667219378662,false,7635,1200.698336127
8,-8,8,1000,1,-0.408168187266214,-0.4127449658718494,-0.40769420350781227,0.03806718656338092,0.012280212998569528,false,7724,1200.479671676
4,8,4,2000,4,-0.4068850119190949,-0.41253613547156814,-0.40651203167608035,0.11883957428778562,0.014724499958639082,false,8089,1200.536336032
8,8,8,1000,1,-0.4069436170114331,-0.41259931370725145,-0.4065160845395767,0.0960573201923683,0.014924280340664885,false,7677,1200.600891958
4,8,4,10,8,-0.40876306887036423,-0.41251537275394107,-0.40836373404858234,0.026098432410776917,0.010169944578347398,false,8136,1200.552785902
1,8,8,2000,8,-0.4346183361039063,-0.4125551632989733,-0.43417782526639437,0.014235891364363462,-0.052297783818646935,false,7680,1200.60485786
4,1,4,1000,4,-0.4060811168684735,-0.4122074484642479,-0.40568987600804923,0.025774004774273686,0.01581478438712205,false,7425,1200.488200417
8,-8,8,2000,1,-0.40753808098303623,-0.41225933003417,-0.4071539743737504,0.042955699451302475,0.012410694207478017,false,7510,1200.65426125
8,-8,8,1000,4,-0.4074493637892481,-0.4121876026018123,-0.406979001091114,0.035959731511614954,0.012680351006138641,false,7410,1200.55950166
1,1,4,1000,4,-0.4059992957247255,-0.4122453148150964,-0.4055830716004125,0.04734905018447336,0.01633305736761903,false,7891,1200.778452263
8,-8,8,2000,8,-0.44108989678995925,-0.41217094082637196,-0.4407152671324556,0.019034120916896286,-0.06915749099137444,false,7329,1200.586974764
4,8,0,1000,1,-0.40981466863164745,-0.41273706879625555,-0.4094127583372374,0.1331764849231244,0.008256308627516912,false,7909,1200.69201655
4,-8,4,2000,8,-0.4354175541144837,-0.4123819217187157,-0.43496560188223277,0.015284258091640857,-0.054502233655244856,false,7603,1200.531352791
4,8,0,10,4,-0.41165372061956534,-0.4122511660898816,-0.41130197193408796,0.03817319386584671,0.0025351876600441855,false,7762,1200.440965955
4,-8,0,2000,1,-0.41050576052217563,-0.412490740876881,-0.4101325187020674,0.039476203198659354,0.006082901862945821,false,7652,1200.456362357
8,1,8,1000,1,-0.4062481705924123,-0.4124980617143407,-0.4058474220240391,0.04532775080136141,0.016152864487076937,false,7602,1200.485508449
8,-8,4,10,4,-0.4105134528523061,-0.4121006831638683,-0.4101449419125068,0.02104050369587997,0.004944707924923126,false,8095,1200.616112645
4,1,4,2000,1,-0.4069302869832326,-0.41259636238926756,-0.40652663087248814,0.035861235856947435,0.014786311254346212,false,8108,1200.556542013
8,8,4,2000,8,-0.4418806033476357,-0.4124039129289226,-0.4414778395527999,0.01857932499488748,-0.07026800379222539,false,7920,1200.675852833
8,1,4,10,1,-0.4088808258034495,-0.41211901761400294,-0.4084737337826539,0.023230528671899463,0.009044468565470769,false,8321,1200.188537149
8,8,8,2000,4,-0.4063380901553307,-0.412104801973642,-0.4059247445618127,0.07509025868975139,0.015061369908664782,false,7982,1200.770024108
1,8,8,2000,8,-0.4441515943283253,-0.41259362024943874,-0.443672151642162,0.02008931570714219,-0.07511237598749576,false,7753,1200.44298175
8,8,4,1000,8,-0.40643344105270945,-0.41209600350298126,-0.4060119821874855,0.08959104480660357,0.014789611161488178,false,8011,1200.705880373
4,-8,0,2000,4,-0.41024824170713436,-0.4120728946666265,-0.4098554578362428,0.03633130816636077,0.005738916778545868,false,8053,1200.682647416
8,-8,4,2000,8,-0.4346168057133634,-0.4123258250117998,-0.4342403665864092,0.015149064802646257,-0.05307678209999286,false,7938,1200.810204929
8,-8,0,1000,8,-0.4114303578128806,-0.41270203022289426,-0.41107119166439804,0.05441359908044016,0.004071362487257021,false,7932,1200.628099849
1,8,8,2000,1,-0.4066658602408551,-0.41246677100343965,-0.4062372637371575,0.12672880018280064,0.015140117391015659,false,7883,1200.60372803
8,-8,4,2000,8,-0.435909082947004,-0.41233124416811817,-0.43550624386242387,0.0160520148032659,-0.05602172965107079,false,7716,1200.571142771
4,-8,4,1000,4,-0.40735317560045975,-0.4120694609921582,-0.406908903269954,0.029658991214889328,0.012674304229987148,false,8146,1200.494069623
1,-8,4,1000,1,-0.40920846325039295,-0.4124442290650269,-0.4087650954391452,0.03243417714045789,0.009032538761739846,false,8013,1200.668786878
1,1,8,2000,4,-0.4060847254914263,-0.41217502769527437,-0.40564273750274377,0.06166124422957287,0.015962725068197042,false,8221,1200.602230347
8,-8,8,1000,4,-0.40784735531725896,-0.4121855503703223,-0.40740363910976735,0.03674340802727272,0.011624577601858935,false,7967,1200.637500185
8,8,0,2000,1,-0.40888972651805755,-0.41224251203997714,-0.4085105524436954,0.08007876039679908,0.009237915248554131,false,7889,1200.482242533
1,8,8,10,1,-0.40886231695987224,-0.4130077509087094,-0.4084640643182741,0.027610867875726846,0.01102260171901834,false,8344,1200.497519874
1,1,4,2000,1,-0.4060133271607373,-0.41220606124507914,-0.4055918077331397,0.04313321078740048,0.016057540731858375,false,8035,1200.458982479
8,1,4,10,1,-0.40889931002305213,-0.4126256706838449,-0.4084979162614426,0.022208265835805423,0.010107732954272737,false,7951,1200.494062644
8,8,8,1000,8,-0.40623418449511783,-0.4123107168106855,-0.40579349319398406,0.09490220436922811,0.015820689070273636,false,7667,1200.722269071
8,1,4,10,4,-0.40864467301999086,-0.412605684328617,-0.40828315704119555,0.023713768119098606,0.010668090994581084,false,7978,1200.542584996
1,8,0,10,8,-0.41146527730350424,-0.41252721625184874,-0.4110606901546007,0.0327282806577981,0.003794699256847423,false,8164,1200.46605213
4,1,8,1000,4,-0.4064999919787272,-0.4126021024493615,-0.40609498197219007,0.027155720388891774,0.015831152112472022,false,7793,1200.849086365
4,8,8,10,8,-0.4087715539380002,-0.41269592363487617,-0.4084155987403182,0.0254321317395991,0.010636134113008877,false,8317,1200.515074531
8,1,0,2000,1,-0.4095443560374618,-0.41248656932918126,-0.4091990684092842,0.08416068625759375,0.008187364269187598,false,7786,1201.018647948
4,1,4,2000,1,-0.4064343332153073,-0.4122512044449465,-0.40597608689858267,0.03521226059806268,0.015246925670130093,false,8048,1200.109774592
4,8,4,10,4,-0.40864826563132256,-0.4123492577841346,-0.4082406700499387,0.02623763521852989,0.010234804645276055,false,7957,1200.717888925
4,1,0,2000,1,-0.4098097854931884,-0.41276763257080434,-0.4094418101600452,0.12420443448565857,0.008085827900295117,false,7874,1200.730751009
1,1,4,10,4,-0.4083033172384585,-0.4125791377775489,-0.40791136993474714,0.020592574968859436,0.011477245220169158,false,7931,1201.039304711
8,-8,4,10,1,-0.41055821333122916,-0.41225795068769866,-0.41013212383680736,0.019973281887687957,0.005355743838937578,false,7927,1200.562201017
4,1,4,2000,4,-0.4060327340509414,-0.41219293801548607,-0.40562934774582027,0.026397242894188218,0.015987387349918662,false,7844,1200.607539975
8,-8,8,2000,1,-0.40817127852618673,-0.41243091847800023,-0.407670215705182,0.03583775254677388,0.011527086479214544,false,7798,1200.71996466
1,1,8,1000,8,-0.40619854769515695,-0.41229550626712264,-0.4057644117492625,0.048209969097038126,0.015890499926689176,false,8134,1200.504047601
4,8,8,10,4,-0.4083882953008128,-0.41240752279614484,-0.40799092195487374,0.022001899668706092,0.010877773868405901,false,8058,1200.538665897
4,-8,4,2000,8,-0.4437760160385273,-0.4123568901237548,-0.4433030699512625,0.020748073613851305,-0.0747508943551634,false,7867,1200.531036669
4,8,8,10,8,-0.40851231062114796,-0.41232002375298565,-0.4081269293534362,0.024914660236395554,0.010437172191927458,false,8159,1200.717782183
4,1,4,1000,8,-0.40639498150044046,-0.41244716547627036,-0.4059982852360697,0.02665515736697098,0.01579311222404929,false,7780,1200.508957354
4,-8,8,1000,1,-0.4080865189856293,-0.4126935066060685,-0.4076879818373562,0.03349325092833971,0.012316040029376914,false,7361,1200.677502418
4,8,0,2000,4,-0.410291389735086,-0.4124590912584277,-0.40988981654118156,0.13494209134529878,0.006508415023486141,false,7639,1200.752961288
4,-8,8,10,1,-0.41076667432160735,-0.4128207130149428,-0.41039284474987187,0.02092056583717307,0.006120969529095415,false,7936,1200.569868017
4,-8,0,1000,1,-0.4107908480937601,-0.4125611144187339,-0.4103720160650024,0.03995021395022838,0.005449745386858954,false,7570,1200.719016292
8,1,0,2000,4,-0.4091147079832234,-0.4121222272442503,-0.4086933664961342,0.08396625450442294,0.008513323588700319,false,7693,1200.519267055
1,1,0,1000,1,-0.4102548442638643,-0.41237709784028803,-0.4098437020624465,0.09288883791610392,0.00635311027090466,false,7638,1200.560383108
1,1,0,1000,8,-0.40964354067718595,-0.4124538466248328,-0.40923460043660626,0.0564069626547783,0.007880369663469292,false,7777,1200.581167551
4,1,8,2000,1,-0.4064567700357813,-0.41219287429093426,-0.4059693539082925,0.03865219622681112,0.015099740704825337,false,7817,1200.516673209
8,8,0,2000,8,-0.44358248323422644,-0.4126059383522388,-0.4431163538900843,0.022406031111249003,-0.07375765250942741,false,7490,1200.48613002
4,1,0,10,1,-0.41123640284838314,-0.4124239455621357,-0.41087369639815924,0.03281164719165928,0.003992013129973913,false,7746,1200.567684308
4,-8,4,10,8,-0.41076174483847566,-0.4126245195160764,-0.4104247316944158,0.020071520347470614,0.005519279501528757,false,8095,1200.520381695
4,8,4,10,1,-0.4089967125367852,-0.41264183566254736,-0.40865456076785944,0.026908723534883997,0.009822522589396879,false,8237,1200.645491928
8,1,4,2000,4,-0.40652441267294154,-0.41231742424648493,-0.4061447095438256,0.038011527306330756,0.015239513707161085,false,7828,1200.600478125
8,1,0,2000,1,-0.409401098490532,-0.41241464822408164,-0.40899988926477765,0.089070815906894,0.008367798348407661,false,8070,1200.632497237
8,-8,0,2000,8,-0.4425477408500474,-0.41239763491229536,-0.4420975422560817,0.02437017411824302,-0.07180213227789602,false,8038,1200.627477457
8,1,0,1000,4,-0.40988566531283044,-0.41255286256137,-0.4095288103089735,0.06564210085816738,0.00744613602781085,false,8003,1200.879826617
8,1,4,1000,8,-0.40624498419485766,-0.41228691019004593,-0.4058437199848431,0.0333214953896004,0.015776881329588432,false,8101,1200.541184614
8,-8,0,1000,8,-0.41116441971796125,-0.4121211383835262,-0.41075786817226634,0.05574502400586723,0.003516523757657173,false,8023,1200.550488471
4,-8,8,1000,8,-0.40713795626434535,-0.4121237216773901,-0.4066811369710177,0.030982072224827285,0.013337520680865089,false,8186,1200.711458499
8,-8,4,2000,1,-0.40786281148454356,-0.4121709140065345,-0.40746381150723393,0.0399411207418088,0.011643015211779913,false,8025,1200.539429928
1,1,0,2000,1,-0.40990351062945485,-0.41282723132167964,-0.4095488404112226,0.11916187599868348,0.008036711107361951,false,8070,1200.57407491
8,1,0,1000,8,-0.4093301333289331,-0.4120484919031508,-0.4089091895253111,0.07247776937343833,0.007772234175327651,false,8108,1200.641232894
8,8,4,1000,4,-0.4065210220706085,-0.4123290975172518,-0.40613073164211727,0.08132019536448981,0.015107950202188655,false,7687,1200.645140908
8,8,8,10,4,-0.40857987359270764,-0.41261154876762307,-0.408193600883368,0.027629362887631584,0.01086088490278729,false,8126,1200.660125529
1,-8,4,2000,1,-0.4089926064350708,-0.4121355143239862,-0.40858792313241127,0.0335736128553804,0.008718643648950527,false,7901,1200.534827265
1,1,4,1000,8,-0.40607596097982135,-0.4121807112261428,-0.4056830975503298,0.07663545841156195,0.015851929613956456,false,8036,1200.476362652
8,1,8,2000,4,-0.4061123193697477,-0.412305656786608,-0.40569633339495187,0.03663037978931201,0.016120686757165773,false,8189,1200.649367508
8,8,4,2000,4,-0.40669472230338183,-0.4124001061714994,-0.406275855843574,0.07829077306449074,0.014881070271431205,false,7589,1200.732754898
4,8,4,1000,1,-0.40704084969006876,-0.41240108323642866,-0.4066000508941923,0.12433807194129244,0.014117446246472327,false,7985,1200.4534996
8,8,8,2000,8,-0.44114426261681633,-0.41248815009125706,-0.4407422573401378,0.01807336290792074,-0.06831305460655458,false,7706,1200.525333736
1,1,0,2000,8,-0.4404744382829724,-0.4122989207091683,-0.4400296502828042,0.01975119254019238,-0.06701576383315583,false,8236,1200.551876537
1,8,8,10,1,-0.40897917690794267,-0.4124532170615631,-0.40860764986711595,0.023318557093603323,0.00954424195417991,false,8082,1200.521690935
1,8,8,1000,1,-0.4063501811243926,-0.41201811967471214,-0.40594184841138703,0.13533060779422065,0.01471749491328996,false,8143,1200.421293689
8,-8,4,1000,8,-0.40803443736621164,-0.4126538783524325,-0.4075926873019167,0.036459875761711696,0.012318824331972608,false,7679,1200.72787963
8,1,0,2000,8,-0.43465362473601543,-0.4123963670852079,-0.43420399602944937,0.017487179587198365,-0.052747241619319124,false,7918,1200.479751733
1,-8,8,2000,8,-0.44455867193682974,-0.4123018378266427,-0.44409369376076163,0.02211824955876852,-0.07686225474724574,false,7741,1200.573685299
1,-8,8,1000,4,-0.4093911176030515,-0.4125117184739757,-0.40897266554479905,0.032780521222699956,0.0085614415650788,false,7747,1200.511377129
8,-8,8,1000,8,-0.4077262581669601,-0.4125156501747608,-0.40728916681244187,0.03992531019041634,0.012797794527024136,false,7992,1200.330026637
4,1,0,1000,8,-0.40952471456745043,-0.41281029863927554,-0.409174166830025,0.054568689254440535,0.009009005655846513,false,7738,1200.65082003
4,1,4,1000,1,-0.4064946892416208,-0.41241344355596976,-0.4060998092935499,0.03596690067996781,0.015425253434134601,false,7657,1200.710446496
4,8,0,10,4,-0.41114506572343523,-0.4126562546712221,-0.4107883244746406,0.035092531561668326,0.00477780374764351,false,7931,1200.553422663
1,1,4,2000,1,-0.40615958801728164,-0.41227050532399356,-0.4057296654008052,0.03710804820370214,0.015981595671596956,false,7824,1200.578104857
1,8,8,2000,4,-0.4069480181582494,-0.412523650377259,-0.4065149723779247,0.12762587230878367,0.01459063858194302,false,7858,1200.685364018
4,8,0,1000,8,-0.40924068945176933,-0.41217190428813727,-0.40882237825228146,0.13195496014595434,0.00829564250491752,false,7665,1200.599894324
8,8,0,2000,8,-0.4430423651125755,-0.412229859795656,-0.4425639426064405,0.02159866125935559,-0.07336385810644654,false,7547,1200.771862135
8,1,8,2000,8,-0.44051263756148895,-0.41250770894994604,-0.4401047466948644,0.017781707779746286,-0.06681601412962357,false,7831,1200.595712065
8,8,8,1000,8,-0.40673224556747795,-0.4125004686171958,-0.40627660922923453,0.0702209437266181,0.015137764019958828,false,7817,1200.551464345
1,-8,0,2000,8,-0.44180388057022185,-0.4126876867665882,-0.4413980091764152,0.026284568294533676,-0.06931163931913002,false,7947,1200.593380968
1,8,8,1000,4,-0.4069491793597437,-0.4125433248790762,-0.4065360514219955,0.1288897554672513,0.0147230335769263,false,7646,1200.751700493
4,1,4,10,8,-0.40865247669107807,-0.4125302524946736,-0.40824320785506524,0.025015269157105936,0.010464132821688872,false,7596,1200.64588195
4,1,0,2000,4,-0.409392014987133,-0.412602735703328,-0.4089281958626017,0.06540203409292075,0.009176534292189792,false,7669,1200.581549772
1,1,4,1000,1,-0.40690080319306654,-0.41271305645120054,-0.4064825555058402,0.03864830320826921,0.01528048802160527,false,7518,1200.663057669
4,1,8,2000,1,-0.4062698113612559,-0.41246456968399187,-0.4058182005921482,0.03555760389303949,0.01621277993239329,false,7646,1200.416179482
1,8,8,10,8,-0.40835959145555945,-0.41212007997136446,-0.4079753559109119,0.021216082058431913,0.010263698555821762,false,7872,1200.516026594
8,8,0,10,1,-0.41176371812597745,-0.41225279213209837,-0.4113704851631355,0.05443218819963492,0.002323152228827505,false,7783,1200.544681258
4,-8,8,2000,4,-0.4073089062901019,-0.4123560416317403,-0.40684761101443523,0.032357714146840445,0.013485100503360645,false,7547,1200.598299343
1,-8,0,1000,1,-0.4132119957885564,-0.4127448649757509,-0.41279462977949527,0.04238554016647231,-3.841076323075679e-5,false,7388,1200.513243484
8,8,0,10,4,-0.4109397311720976,-0.4121889257075367,-0.4105485735914085,0.0393948305179533,0.004140630394854995,false,7584,1200.532239576
4,1,0,2000,8,-0.44658134504678076,-0.41260480728458543,-0.4461791668257212,0.02331287202838466,-0.08119136321684427,false,7892,1200.52688602
4,1,4,1000,4,-0.4065346287792825,-0.4124828062394378,-0.40609151019249556,0.026977936426143156,0.015542493202363002,false,8019,1200.480546966
